base_month,program_name,total_plan_amount_krw,cumulative_support_amount_krw,cumulative_support_count,execution_rate_pct,source_org,source_url,source_file_name,input_user,input_date,note
2026-05,소상공인 특별자금,592500000000,,,,부산일포유/부산광역시/부산신용보증재단,https://bsjob4u.co.kr/support/view.php?sprt_plc_seq=36,,관리자,2026-06-10,

